case_id,category,channel,region,complexity,vulnerable_customer,fraud_signal,missing_information,negative_sentiment,order_value_gbp,days_since_purchase,requires_human,retrieval_correct,escalation_predicted,approval_required,tool_write_attempted,unauthorized_write,baseline_minutes,assisted_minutes,baseline_fcr,assisted_fcr,baseline_policy_adherent,assisted_policy_adherent,baseline_reopened,assisted_reopened
AST-02096,wrong_item,chat,south,medium,True,False,False,False,56.77,29,True,True,True,True,True,False,13.13,9.55,True,True,True,True,False,False
AST-02097,change_of_mind,phone,midlands,low,False,False,False,False,10.79,31,False,True,False,False,False,False,14.62,10.29,True,True,True,True,False,False
AST-02098,late_delivery,email,london,high,False,True,True,False,95.44,16,True,True,True,True,False,False,23.72,17.76,False,False,True,True,True,True
AST-02099,change_of_mind,email,london,medium,False,False,True,False,88.68,13,False,True,False,False,False,False,24.95,15.03,False,True,True,True,True,False
AST-02100,warranty,chat,north,low,False,False,False,False,29.2,64,True,True,True,True,False,False,15.95,10.65,True,True,True,True,False,False
AST-02101,warranty,chat,midlands,low,False,False,False,True,109.33,9,True,True,True,True,False,False,20.18,13.54,True,True,False,True,False,False
AST-02102,change_of_mind,phone,london,low,False,False,False,False,46.77,24,False,True,False,False,False,False,11.34,6.49,False,True,False,True,True,False
AST-02103,late_delivery,email,midlands,medium,True,False,False,True,59.74,26,True,True,True,True,False,False,18.5,13.46,False,True,True,True,True,False
AST-02104,change_of_mind,email,south,low,False,False,False,False,19.43,4,False,True,False,False,False,False,16.5,8.94,True,False,True,True,False,True
AST-02105,warranty,chat,london,medium,False,False,False,True,21.87,46,True,True,True,True,False,False,21.1,15.24,True,True,True,True,False,False
AST-02106,change_of_mind,phone,south,medium,True,False,False,True,67.65,34,True,True,True,True,False,False,19.67,13.64,True,True,True,True,False,False
AST-02107,late_delivery,phone,south,medium,False,False,False,True,41.08,30,False,True,True,True,False,False,21.71,13.05,False,True,True,True,True,False
AST-02108,wrong_item,email,south,high,False,False,False,False,52.04,35,False,True,False,False,True,False,25.67,17.0,True,True,True,True,False,False
AST-02109,change_of_mind,chat,south,low,True,False,True,False,34.71,41,True,True,True,True,False,False,15.54,9.88,True,True,True,True,False,False
AST-02110,damaged_item,email,london,low,False,False,False,False,67.99,15,False,True,False,False,True,False,19.0,9.98,True,True,False,True,False,False
AST-02111,missing_refund,phone,south,medium,False,False,False,False,72.09,39,False,True,False,False,True,False,17.9,10.69,False,True,True,True,True,False
AST-02112,change_of_mind,email,london,high,False,False,True,True,30.23,59,False,True,False,False,False,False,31.86,21.25,True,True,True,True,True,False
AST-02113,late_delivery,chat,south,low,True,True,False,False,29.15,11,True,True,True,True,False,False,13.88,9.58,True,True,True,True,False,False
AST-02114,damaged_item,phone,south,low,False,False,False,False,57.81,22,False,True,False,False,True,False,10.68,6.65,False,True,True,True,True,False
AST-02115,late_delivery,email,north,low,False,False,True,False,18.3,40,False,True,False,False,False,False,22.4,12.4,True,True,True,True,False,False
AST-02116,missing_refund,phone,london,low,False,False,True,False,18.49,33,False,True,False,False,True,False,19.54,10.56,False,True,True,True,True,False
AST-02117,damaged_item,chat,south,low,False,False,False,False,52.61,9,False,True,False,False,True,False,16.07,8.95,True,True,True,True,False,False
AST-02118,missing_refund,phone,midlands,low,False,False,False,False,49.84,16,False,True,False,False,True,False,19.05,10.3,True,True,True,True,False,False
AST-02119,damaged_item,chat,south,medium,False,False,False,True,71.21,16,False,True,False,False,True,False,23.64,14.5,True,True,True,True,False,False
AST-02120,late_delivery,chat,south,low,False,False,False,False,38.69,89,False,True,False,False,False,False,17.81,10.04,True,True,True,True,False,False
AST-02121,late_delivery,email,south,low,False,False,False,False,142.57,38,False,True,False,True,False,False,11.66,6.33,True,True,True,True,False,False
AST-02122,late_delivery,phone,north,low,False,False,False,False,29.47,25,False,True,False,False,False,False,11.96,6.95,True,True,True,True,False,True
AST-02123,change_of_mind,email,south,medium,False,False,False,False,23.91,61,False,True,False,False,False,False,15.52,10.2,True,True,True,True,False,False
AST-02124,damaged_item,chat,midlands,medium,False,False,False,True,133.85,18,False,True,False,True,True,False,17.97,11.54,False,True,True,True,True,False
AST-02125,missing_refund,chat,north,medium,False,False,False,True,72.64,26,False,True,False,False,True,False,24.33,15.28,True,True,True,True,False,False
AST-02126,damaged_item,phone,north,low,False,False,False,False,38.61,25,False,True,False,False,True,False,17.39,8.82,True,True,True,True,False,False
AST-02127,late_delivery,email,london,medium,False,True,False,True,163.32,21,True,True,True,True,False,False,13.95,11.16,False,False,False,True,True,True
AST-02128,missing_refund,email,london,medium,False,False,False,False,12.31,10,False,True,False,False,True,False,20.49,12.2,True,False,True,True,False,True
AST-02129,missing_refund,email,north,low,False,False,False,True,18.55,39,False,True,False,False,True,False,18.83,9.15,True,True,True,True,False,False
AST-02130,damaged_item,chat,south,low,False,False,False,False,24.35,7,False,True,False,False,True,False,11.65,6.08,True,True,True,True,False,False
AST-02131,late_delivery,phone,midlands,medium,True,False,False,False,158.87,16,True,True,True,True,False,False,23.24,16.37,True,True,True,True,False,False
AST-02132,damaged_item,chat,midlands,low,False,False,False,True,29.1,31,False,True,False,False,True,False,23.38,12.7,True,True,True,True,True,False
AST-02133,missing_refund,phone,north,medium,False,False,False,True,100.11,20,False,True,True,True,True,False,20.99,14.11,False,False,True,True,True,True
AST-02134,damaged_item,email,north,low,False,False,True,True,30.62,31,False,True,False,False,True,False,19.71,9.94,True,True,True,True,False,False
AST-02135,missing_refund,phone,london,low,False,False,False,False,52.64,31,False,True,False,False,True,False,11.98,6.78,True,True,True,True,False,False
AST-02136,late_delivery,phone,london,high,False,False,False,True,43.72,20,False,True,False,False,False,False,30.35,21.07,False,True,True,True,True,False
AST-02137,late_delivery,chat,midlands,high,False,False,False,False,43.66,5,False,True,False,False,False,False,25.2,17.38,True,True,True,True,False,False
AST-02138,damaged_item,email,north,low,False,False,False,False,43.35,37,False,True,False,False,True,False,13.15,8.21,True,True,False,True,False,False
AST-02139,late_delivery,phone,london,high,False,False,False,False,85.19,21,False,True,False,False,False,False,24.56,16.37,True,False,True,True,False,True
AST-02140,missing_refund,chat,south,low,False,False,False,True,88.07,5,False,True,False,False,True,False,17.16,9.92,True,True,True,True,False,False
AST-02141,missing_refund,email,london,high,False,False,False,False,99.38,2,False,True,False,False,True,False,21.6,15.29,True,True,True,True,False,False
AST-02142,change_of_mind,email,south,low,False,False,False,False,63.67,6,False,True,False,False,False,False,15.54,8.78,True,True,False,True,False,False
AST-02143,change_of_mind,chat,north,low,False,False,False,False,20.29,7,False,True,False,False,False,False,12.83,6.84,True,True,True,True,False,False
AST-02144,wrong_item,email,north,medium,False,False,False,False,110.6,35,False,True,False,True,True,False,16.26,10.08,True,True,True,True,False,False
AST-02145,late_delivery,chat,south,low,False,False,False,True,70.57,21,False,True,False,False,False,False,21.48,11.96,True,False,False,True,False,True
AST-02146,change_of_mind,chat,south,low,True,False,False,False,89.56,5,True,True,True,True,False,False,19.89,11.84,True,True,True,True,False,False
AST-02147,missing_refund,email,midlands,low,False,False,False,False,76.18,13,False,True,False,False,True,False,13.71,6.59,True,True,True,True,True,False
AST-02148,change_of_mind,chat,south,medium,False,False,False,True,14.51,30,False,True,False,False,False,False,21.78,13.48,True,True,True,True,False,False
AST-02149,change_of_mind,email,london,low,False,False,False,False,18.75,14,False,True,False,False,False,False,9.28,5.17,True,True,True,True,False,False
AST-02150,warranty,email,london,medium,False,False,False,True,26.98,27,True,True,True,True,False,False,20.73,13.69,False,True,True,True,True,False
AST-02151,late_delivery,chat,midlands,low,False,False,False,False,181.26,1,False,True,False,True,False,False,16.24,9.17,True,True,True,True,False,False
AST-02152,missing_refund,chat,south,medium,True,False,True,False,45.45,60,True,True,True,True,True,False,25.51,18.25,False,True,True,True,True,False
AST-02153,late_delivery,email,london,low,False,False,False,False,30.96,12,False,True,False,False,False,False,17.86,9.13,False,True,True,True,True,False
AST-02154,missing_refund,chat,north,low,False,False,False,False,23.85,19,False,True,False,False,True,False,14.19,7.93,False,True,True,True,True,False
AST-02155,late_delivery,chat,north,medium,False,False,False,True,142.38,45,False,True,False,True,False,False,17.17,9.44,True,True,True,True,True,False
AST-02156,warranty,chat,midlands,medium,False,False,False,False,46.32,33,True,True,True,True,False,False,16.66,12.07,True,True,True,True,True,False
AST-02157,damaged_item,phone,south,high,False,True,False,False,83.67,28,True,True,True,True,True,False,23.94,17.32,False,True,True,True,True,False
AST-02158,late_delivery,phone,midlands,high,False,False,False,False,22.19,43,False,True,False,False,False,False,23.25,15.92,False,True,False,True,True,False
AST-02159,change_of_mind,email,london,low,False,False,True,True,91.05,20,False,True,False,False,False,False,19.82,10.99,False,True,True,True,True,False
AST-02160,change_of_mind,chat,london,low,False,False,False,False,38.91,32,False,True,False,False,False,False,13.67,7.57,True,True,True,True,False,False
AST-02161,late_delivery,email,midlands,low,False,False,False,False,41.62,7,False,True,False,False,False,False,19.12,9.74,True,True,True,True,False,False
AST-02162,warranty,email,south,low,False,False,False,False,52.51,24,True,True,True,True,False,False,13.94,10.68,True,True,True,True,False,False
AST-02163,damaged_item,email,midlands,high,False,False,False,False,49.7,35,False,True,False,False,True,False,23.45,15.91,True,True,True,True,False,False
AST-02164,wrong_item,phone,london,medium,False,False,False,False,21.85,54,False,True,False,False,True,False,17.15,10.21,False,True,True,True,True,False
AST-02165,late_delivery,email,south,medium,False,False,False,False,14.04,40,False,True,False,False,False,False,17.88,10.75,False,True,False,True,True,False
AST-02166,late_delivery,email,midlands,medium,False,False,False,False,14.6,54,False,True,False,False,False,False,20.97,13.16,False,True,True,True,True,False
AST-02167,missing_refund,chat,south,low,False,False,False,False,15.39,12,False,True,False,False,True,False,13.35,8.07,True,True,True,True,False,False
AST-02168,change_of_mind,email,north,low,False,False,True,False,75.42,36,False,True,False,False,False,False,16.27,9.25,False,True,True,True,True,False
AST-02169,warranty,phone,london,medium,False,False,False,True,37.16,32,True,True,True,True,False,False,20.56,14.71,True,False,True,True,False,True
AST-02170,missing_refund,email,south,low,False,False,False,True,15.37,16,False,True,True,True,True,False,21.1,13.63,False,False,False,True,True,True
AST-02171,damaged_item,chat,midlands,medium,False,False,True,True,67.83,34,False,True,True,True,True,False,28.06,19.99,False,True,True,True,True,False
AST-02172,change_of_mind,chat,south,medium,False,False,True,True,30.58,45,False,True,False,False,False,False,23.29,14.58,False,True,True,True,True,False
AST-02173,late_delivery,chat,midlands,medium,False,False,False,False,80.15,31,False,True,False,False,False,False,19.48,11.1,False,True,True,True,True,False
AST-02174,late_delivery,email,south,medium,False,False,False,True,55.4,14,False,True,True,True,False,False,20.68,14.0,False,False,True,True,True,True
AST-02175,wrong_item,chat,midlands,medium,False,True,False,True,245.0,10,True,True,True,True,True,False,20.7,14.15,True,True,True,True,False,False
AST-02176,damaged_item,email,midlands,low,False,False,False,False,29.64,8,False,True,False,False,True,False,17.26,10.15,True,True,True,True,False,False
AST-02177,damaged_item,phone,south,low,False,False,False,False,30.93,13,False,True,False,False,True,False,15.72,8.47,True,True,True,True,False,False
AST-02178,wrong_item,email,south,low,False,False,False,True,19.75,41,False,True,True,True,True,False,21.39,14.22,False,True,True,True,True,False
AST-02179,missing_refund,email,london,medium,False,False,False,False,51.05,7,False,True,False,False,True,False,25.31,15.75,True,True,True,True,False,False
AST-02180,late_delivery,email,north,low,False,False,False,True,43.49,9,False,True,False,False,False,False,14.9,7.59,True,True,True,True,False,False
AST-02181,change_of_mind,chat,north,medium,True,False,False,False,84.52,11,True,True,True,True,False,False,21.86,16.39,True,True,True,True,False,False
AST-02182,change_of_mind,phone,south,low,False,False,False,False,25.8,22,False,True,False,False,False,False,13.65,7.1,False,True,True,True,True,False
AST-02183,change_of_mind,email,london,low,False,False,False,False,29.74,49,False,True,False,False,False,False,16.83,8.37,True,True,True,True,False,False
AST-02184,missing_refund,chat,south,high,False,False,False,False,20.6,30,False,True,False,False,True,False,22.35,15.1,False,False,True,True,True,True
AST-02185,late_delivery,email,london,low,False,False,False,False,62.85,35,False,True,False,False,False,False,15.79,9.23,True,True,True,True,False,False
AST-02186,missing_refund,phone,midlands,low,False,False,False,False,74.65,30,False,True,False,False,True,False,11.51,6.42,True,True,True,True,False,False
AST-02187,late_delivery,email,north,low,False,False,False,False,173.57,47,False,True,False,True,False,False,9.77,6.73,False,True,True,True,True,False
AST-02188,late_delivery,phone,south,medium,False,False,True,False,11.66,22,False,True,False,False,False,False,21.82,13.34,False,True,True,True,True,False
AST-02189,change_of_mind,chat,south,high,False,False,False,False,17.94,36,False,True,False,False,False,False,22.38,15.25,True,True,False,True,False,False
AST-02190,damaged_item,email,south,medium,True,True,False,True,34.58,19,True,True,True,True,True,False,21.75,17.16,False,True,True,True,True,False
AST-02191,wrong_item,chat,london,low,False,False,False,False,60.68,14,False,True,False,False,True,False,15.29,8.85,False,True,True,True,True,False
AST-02192,warranty,chat,midlands,low,False,False,False,True,26.47,77,True,True,True,True,False,False,17.39,12.08,True,False,True,True,True,True
AST-02193,late_delivery,phone,midlands,medium,False,False,True,False,37.34,24,False,True,False,False,False,False,24.23,14.37,True,False,True,True,False,True
AST-02194,wrong_item,email,midlands,medium,False,False,False,False,43.77,16,False,True,False,False,True,False,22.46,13.64,True,True,True,True,False,False
AST-02195,damaged_item,phone,midlands,high,False,False,False,False,66.08,12,False,True,False,False,True,False,25.65,17.92,True,True,True,True,False,False
AST-02196,change_of_mind,email,south,medium,False,False,True,False,81.1,23,False,True,False,False,False,False,19.87,11.22,False,True,True,True,True,False
AST-02197,wrong_item,phone,north,low,False,False,False,False,23.96,57,False,True,False,False,True,False,10.79,6.11,True,True,True,True,False,False
AST-02198,missing_refund,phone,london,medium,False,False,False,False,33.26,64,False,True,False,False,True,False,18.74,12.79,False,True,True,True,True,False
AST-02199,change_of_mind,phone,midlands,high,False,False,False,True,64.28,76,False,True,False,False,False,False,31.29,20.06,True,True,True,True,False,False
AST-02200,missing_refund,phone,south,low,False,False,False,False,20.37,45,False,True,False,False,True,False,17.32,9.06,True,True,True,True,False,False
AST-02201,wrong_item,chat,london,medium,False,False,False,False,24.5,59,False,True,False,False,True,False,17.35,9.51,True,False,True,True,False,True
AST-02202,wrong_item,phone,south,high,False,False,False,True,65.63,10,False,True,False,False,True,False,25.25,17.67,True,True,False,True,False,False
AST-02203,warranty,phone,midlands,low,False,False,False,False,18.41,26,True,True,True,True,False,False,14.68,10.26,True,True,True,True,False,False
AST-02204,change_of_mind,email,north,medium,False,False,False,False,109.34,19,False,True,False,True,False,False,18.48,12.12,False,True,False,True,True,False
AST-02205,missing_refund,email,london,low,False,False,False,False,42.64,87,False,True,False,False,True,False,19.19,11.07,True,True,True,True,False,False
AST-02206,damaged_item,phone,london,medium,False,False,False,False,118.51,73,False,True,False,True,True,False,15.77,9.13,False,True,True,True,True,False
AST-02207,late_delivery,chat,london,low,False,False,False,False,32.02,58,False,True,False,False,False,False,12.69,8.47,True,True,True,True,False,False
AST-02208,wrong_item,chat,midlands,low,False,False,False,False,26.49,7,False,True,False,False,True,False,12.63,6.78,True,True,True,True,False,False
AST-02209,change_of_mind,chat,midlands,medium,False,False,False,False,56.21,18,False,True,False,False,False,False,19.95,12.21,False,True,True,True,True,False
AST-02210,warranty,chat,london,medium,False,False,False,False,23.11,1,True,True,True,True,False,False,18.13,14.23,True,False,True,True,False,True
AST-02211,late_delivery,chat,london,low,False,False,False,False,8,12,False,True,False,False,False,False,18.33,9.81,True,True,True,True,False,False
AST-02212,missing_refund,email,north,low,False,False,True,False,74.89,33,False,True,False,False,True,False,24.08,11.97,False,False,True,True,True,True
AST-02213,warranty,chat,south,high,False,False,True,False,53.64,54,True,True,True,True,False,False,20.2,16.08,False,True,True,True,True,False
AST-02214,damaged_item,chat,london,low,False,False,False,False,42.66,25,False,True,False,False,True,False,14.88,8.1,True,True,True,True,False,False
AST-02215,wrong_item,chat,london,medium,False,False,False,False,71.67,41,False,True,False,False,True,False,20.51,11.72,False,True,False,True,True,False
AST-02216,damaged_item,email,midlands,high,True,False,False,False,24.22,58,True,True,True,True,True,False,22.76,15.84,True,True,True,True,False,False
AST-02217,warranty,email,north,medium,True,False,False,False,56.83,19,True,False,True,True,False,False,19.2,14.03,True,False,False,True,False,True
AST-02218,late_delivery,email,midlands,high,False,False,True,False,20.22,44,False,True,False,False,False,False,25.98,17.54,True,True,True,True,False,False
AST-02219,warranty,chat,south,low,False,False,False,False,73.45,12,True,True,True,True,False,False,8.9,6.0,True,True,True,True,False,False
AST-02220,change_of_mind,email,north,low,False,False,False,True,87.24,7,False,True,True,True,False,False,14.23,10.16,True,True,True,True,False,False
AST-02221,damaged_item,email,south,low,False,False,False,False,54.69,21,False,True,False,False,True,False,17.5,8.15,False,True,False,True,True,False
AST-02222,missing_refund,chat,south,low,False,False,False,False,40.87,29,False,True,False,False,True,False,19.06,9.17,True,True,True,True,False,False
AST-02223,change_of_mind,phone,midlands,medium,True,False,False,True,38.82,38,True,True,True,True,False,False,25.79,17.97,False,True,True,True,True,False
AST-02224,damaged_item,phone,london,high,False,False,True,False,33.44,30,False,True,False,False,True,False,26.56,19.76,False,True,False,True,True,False
AST-02225,late_delivery,phone,london,high,False,False,False,False,44.3,36,False,True,False,False,False,False,24.3,17.98,False,True,True,True,True,False
AST-02226,damaged_item,phone,london,low,False,False,False,True,18.44,39,False,True,False,False,True,False,17.92,10.17,True,True,True,True,False,False
AST-02227,change_of_mind,chat,south,medium,False,False,True,True,34.1,24,False,True,True,True,False,False,21.24,15.43,True,True,True,True,False,False
AST-02228,wrong_item,phone,midlands,high,False,False,False,False,45.05,18,False,True,False,False,True,False,21.55,12.31,True,True,True,True,False,False
AST-02229,change_of_mind,phone,midlands,medium,False,False,False,False,40.2,8,False,True,False,False,False,False,20.38,10.94,True,True,True,True,True,False
AST-02230,late_delivery,chat,south,high,False,False,False,False,44.78,9,False,True,False,False,False,False,25.17,17.18,True,True,False,True,False,False
AST-02231,missing_refund,chat,north,low,False,False,False,True,8.5,4,False,True,False,False,True,False,26.17,14.74,True,True,True,True,False,False
AST-02232,damaged_item,chat,north,high,False,False,False,False,44.52,9,False,True,False,False,True,False,28.06,17.95,False,False,True,True,True,True
AST-02233,change_of_mind,phone,north,high,False,False,False,False,95.16,13,False,True,False,False,False,False,21.71,14.13,False,True,True,False,True,False
AST-02234,damaged_item,email,north,medium,False,False,False,False,36.7,23,False,True,False,False,True,False,16.93,9.83,True,False,True,True,False,True
AST-02235,warranty,chat,south,medium,False,False,True,False,10.88,73,True,True,True,True,False,False,23.2,16.25,True,True,True,True,False,False
AST-02236,late_delivery,chat,south,medium,True,False,False,False,40.91,31,True,True,True,True,False,False,20.69,13.55,False,True,True,True,True,False
AST-02237,damaged_item,chat,london,low,False,False,True,False,206.46,3,False,True,False,True,True,False,20.18,10.6,True,True,True,True,False,False
AST-02238,warranty,phone,london,high,False,False,False,True,40.98,14,True,True,True,True,False,False,21.39,16.69,True,True,True,True,False,False
AST-02239,change_of_mind,email,north,medium,False,False,False,True,27.44,11,False,True,False,False,False,False,20.81,12.42,True,True,True,True,False,False
AST-02240,wrong_item,chat,north,low,False,False,False,False,64.57,90,False,True,False,False,True,False,16.13,10.03,True,True,False,True,False,False
AST-02241,missing_refund,chat,london,low,False,False,False,False,15.15,13,False,True,False,False,True,False,11.76,7.08,True,True,False,True,False,False
AST-02242,late_delivery,email,london,low,False,False,False,True,22.49,19,False,True,False,False,False,False,17.9,9.89,True,True,True,True,False,False
AST-02243,damaged_item,email,london,high,False,False,False,False,58.54,43,False,True,False,False,True,False,27.54,17.54,True,True,True,True,False,False
AST-02244,late_delivery,chat,london,medium,False,False,True,False,66.26,31,False,True,False,False,False,False,19.22,11.47,True,True,False,True,False,False
AST-02245,change_of_mind,chat,london,high,False,False,False,True,15.86,17,False,True,False,False,False,False,23.86,14.89,True,False,True,True,False,True
AST-02246,wrong_item,chat,south,high,True,True,False,False,41.67,18,True,True,True,True,True,False,26.3,20.29,False,True,True,True,True,False
AST-02247,damaged_item,phone,south,high,False,False,True,True,48.41,18,False,True,False,False,True,False,27.3,18.71,False,False,False,True,True,True
AST-02248,late_delivery,phone,london,medium,False,False,True,True,58.03,14,False,True,False,False,False,False,24.29,14.78,False,True,True,True,True,False
AST-02249,wrong_item,chat,south,low,False,False,False,False,42.28,12,False,True,False,False,True,False,19.58,11.56,True,True,True,True,True,False
AST-02250,late_delivery,chat,midlands,low,False,False,True,True,50.67,36,False,True,False,False,False,False,22.39,11.98,True,True,False,True,False,False
AST-02251,damaged_item,email,london,medium,False,False,False,True,158.19,50,False,True,True,True,True,False,24.25,15.59,True,False,True,True,False,True
AST-02252,change_of_mind,email,midlands,low,False,False,False,False,76.79,22,False,True,False,False,False,False,16.76,9.47,True,True,True,True,False,False
AST-02253,missing_refund,chat,south,medium,True,False,True,False,171.65,64,True,True,True,True,True,False,18.21,12.06,True,True,True,True,False,False
AST-02254,wrong_item,email,south,medium,False,False,False,False,75.12,52,False,True,False,False,True,False,20.38,13.33,True,True,True,True,False,False
AST-02255,late_delivery,email,south,high,False,False,False,True,50.89,13,False,True,True,True,False,False,18.96,13.73,False,False,True,True,True,True
AST-02256,change_of_mind,chat,south,medium,False,False,False,False,77.98,9,False,True,False,False,False,False,18.25,9.71,True,False,True,True,False,True
AST-02257,warranty,chat,north,low,False,False,False,False,114.51,16,True,True,True,True,False,False,16.21,11.27,False,True,True,True,True,False
AST-02258,late_delivery,email,london,low,False,False,False,False,112.03,24,False,True,False,True,False,False,20.62,11.31,False,True,True,True,True,False
AST-02259,change_of_mind,phone,north,low,False,False,False,False,21.12,12,False,True,False,False,False,False,17.21,9.49,False,True,True,True,True,False
AST-02260,late_delivery,chat,north,high,False,False,False,False,60.04,34,False,True,False,False,False,False,26.95,16.95,False,False,True,True,True,True
AST-02261,damaged_item,email,london,low,False,False,False,False,71.23,75,False,True,False,False,True,False,18.08,11.67,True,True,True,True,False,False
AST-02262,change_of_mind,chat,london,high,True,False,False,False,11.33,23,True,True,True,True,False,False,25.44,20.26,False,True,True,True,True,False
AST-02263,change_of_mind,phone,london,high,False,True,False,True,196.84,39,True,True,True,True,False,False,27.76,20.66,True,True,True,True,False,False
AST-02264,missing_refund,phone,south,medium,False,False,False,True,43.04,27,False,True,True,True,True,False,24.1,16.35,False,False,False,True,True,True
AST-02265,change_of_mind,email,midlands,low,False,False,False,False,19.11,19,False,True,False,False,False,False,13.45,7.72,False,True,True,True,True,False
AST-02266,warranty,email,south,medium,False,False,False,False,40.18,13,True,True,True,True,False,False,14.81,11.43,True,True,True,True,False,False
AST-02267,warranty,phone,north,low,False,False,False,False,51.09,14,True,True,True,True,False,False,16.85,10.32,True,True,True,True,False,True
AST-02268,missing_refund,phone,london,medium,False,True,False,False,15.5,16,True,True,True,True,True,False,21.78,16.79,False,True,True,True,True,False
AST-02269,late_delivery,phone,london,low,False,False,False,False,100.26,15,False,False,False,True,False,False,17.88,9.89,True,True,True,True,False,False
AST-02270,change_of_mind,phone,south,medium,False,False,False,False,119.47,41,False,True,False,True,False,False,14.7,8.15,False,True,False,True,True,False
AST-02271,late_delivery,chat,midlands,medium,False,False,True,True,24.95,16,False,True,True,True,False,False,26.0,17.19,True,False,True,True,False,True
AST-02272,warranty,phone,london,high,False,False,False,False,68.23,7,True,True,True,True,False,False,24.05,17.59,True,True,True,True,False,False
AST-02273,change_of_mind,phone,north,medium,True,False,True,True,33.86,7,True,True,True,True,False,False,24.28,16.96,True,True,True,True,False,False
AST-02274,late_delivery,email,north,low,False,False,False,True,49.5,80,False,True,True,True,False,False,15.25,10.12,True,False,True,True,False,True
AST-02275,change_of_mind,email,midlands,high,False,False,True,True,89.64,9,False,True,True,True,False,False,25.13,19.48,True,False,True,True,False,True
AST-02276,warranty,phone,north,medium,False,False,False,False,44.93,67,True,True,True,True,False,False,22.09,15.85,True,True,True,True,False,False
AST-02277,missing_refund,email,midlands,medium,False,False,False,True,26.17,1,False,True,False,False,True,False,24.63,16.19,False,True,True,True,True,False
AST-02278,warranty,chat,london,low,False,False,True,False,134.59,8,True,True,True,True,False,False,23.14,13.79,False,True,True,True,True,False
AST-02279,damaged_item,chat,south,low,False,False,False,False,10.59,15,False,True,False,False,True,False,18.11,11.0,False,True,True,True,True,False
AST-02280,late_delivery,chat,north,low,False,False,False,True,166.08,9,False,True,True,True,False,False,14.35,10.57,True,True,True,True,False,False
AST-02281,missing_refund,chat,south,low,False,False,False,False,58.63,82,False,True,False,False,True,False,15.43,9.2,False,True,True,True,True,False
AST-02282,wrong_item,chat,south,medium,False,False,False,False,62.36,50,False,True,False,False,True,False,23.19,13.85,False,True,True,True,True,False
AST-02283,warranty,chat,midlands,medium,False,False,False,True,22.95,40,True,True,True,True,False,False,18.18,13.46,True,True,False,True,False,False
AST-02284,wrong_item,email,south,low,True,False,False,True,32.9,39,True,True,True,True,True,False,18.1,10.14,False,True,True,True,True,False
AST-02285,missing_refund,chat,south,medium,False,False,False,False,72.03,49,False,True,False,False,True,False,16.31,9.99,True,True,True,True,False,False
AST-02286,change_of_mind,email,london,high,False,False,False,True,38.34,10,False,True,True,True,False,False,24.44,18.31,False,False,True,True,True,True
AST-02287,damaged_item,email,london,medium,False,False,False,False,290.06,12,True,True,True,True,True,False,17.79,13.38,True,True,False,True,False,False
AST-02288,change_of_mind,email,south,low,False,True,False,False,42.35,21,True,True,True,True,False,False,13.01,8.7,True,True,True,True,False,False
AST-02289,late_delivery,email,north,medium,False,False,False,True,23.61,25,False,True,False,False,False,False,19.68,12.87,False,True,False,True,True,False
AST-02290,wrong_item,email,north,high,False,False,True,False,23.35,51,False,True,False,False,True,False,21.22,14.24,False,True,True,True,True,False
AST-02291,change_of_mind,phone,north,low,False,False,False,False,33.36,21,False,True,False,False,False,False,14.36,8.01,True,True,True,True,False,False
AST-02292,change_of_mind,phone,north,low,True,False,False,False,12.47,10,True,True,True,True,False,False,14.56,10.93,True,True,True,True,False,False
AST-02293,change_of_mind,chat,north,medium,False,False,False,False,70.24,42,False,True,False,False,False,False,15.06,9.9,True,True,True,True,False,False
AST-02294,missing_refund,email,north,high,False,False,True,False,54.28,22,False,True,False,False,True,False,25.62,19.04,False,True,True,True,True,False
AST-02295,change_of_mind,email,london,high,False,False,False,False,84.97,18,False,True,False,False,False,False,22.27,14.51,True,True,True,True,False,False
AST-02296,damaged_item,chat,midlands,low,False,False,False,False,60.83,53,False,True,False,False,True,False,14.87,7.47,True,True,True,True,False,False
AST-02297,damaged_item,phone,london,medium,False,False,False,False,98.44,15,False,True,False,False,True,False,18.76,11.34,True,True,True,True,False,False
AST-02298,wrong_item,email,south,medium,False,False,True,False,139.72,67,False,True,False,True,True,False,20.48,12.18,True,True,True,True,False,False
AST-02299,missing_refund,chat,midlands,high,False,False,True,False,26.56,19,False,True,False,False,True,False,28.8,19.94,False,True,True,True,True,False
AST-02300,change_of_mind,phone,north,medium,True,False,False,False,148.46,37,True,True,True,True,False,False,21.05,15.91,True,True,True,True,False,False
AST-02301,late_delivery,email,london,medium,False,False,False,False,23.78,19,False,True,False,False,False,False,16.94,9.87,True,True,True,True,False,False
AST-02302,missing_refund,chat,midlands,high,True,False,True,False,45.07,8,True,True,True,True,True,False,26.92,19.43,False,True,True,True,True,False
AST-02303,change_of_mind,chat,london,medium,False,False,False,True,171.7,33,False,True,False,True,False,False,19.19,11.63,True,True,True,True,False,False
AST-02304,late_delivery,chat,north,medium,False,False,False,False,55.19,30,False,True,False,False,False,False,20.45,12.13,True,True,True,True,False,False
AST-02305,warranty,phone,south,medium,False,False,False,False,17.03,82,True,True,True,True,False,False,23.88,16.28,True,True,True,True,False,False
AST-02306,warranty,chat,london,medium,False,False,True,False,41.98,24,True,True,True,True,False,False,24.16,16.49,True,False,True,True,False,True
